RES_ID,LOC,GENDER,AGE,WEIGHT,FREQUENCY,PRICE,WAIT_TIME,FOOD_PREFERENCE,MOOD,DISH CHOSEN,CUISINE,INGREDIENTS,DISH TYPE,ALLERGENS
VHDwXKSR,Hyderabad,Female,26-35,46-60,Alternate Week,Less than 250,30-40 min,Vegetarian,Hungry,garlic naan,North Indian,Tandoor-baked soft flatbread made with refined wheat flour and garlic,Vegetarian,Wheat
VHDwXKSR,Hyderabad,Female,26-35,46-60,Alternate Week,Less than 250,30-40 min,Vegetarian,Hungry,palak paneer,North Indian,Paneer cubes in spinach gravy,Vegetarian,
VHDwXKSR,Hyderabad,Female,26-35,46-60,Alternate Week,Less than 250,30-40 min,Vegetarian,Hungry,paneer butter masala,North Indian,Paneer made with Indian Cheese. Paneer is substituted for meat in Vegetarian dishes,Vegetarian,
VHDwXKSR,Hyderabad,Female,26-35,46-60,Alternate Week,Less than 250,30-40 min,Vegetarian,Hungry,paneer tikka masala,North Indian,vegetarian alternative to chicken tikka masala,Vegetarian,
VHDwXKSR,Hyderabad,Female,26-35,46-60,Alternate Week,Less than 250,30-40 min,Vegetarian,Hungry,rajma chaval,North Indian,a bean curry with rice,Vegetarian,
VHDwXKSR,Hyderabad,Female,26-35,46-60,Alternate Week,Less than 250,30-40 min,Vegetarian,Hungry,shahi paneer,North Indian,"A popular Indian, as well as Punjabi and Nepalese dish, made with paneer in a thick cream and tomato gravy and spices",Vegetarian,
VHDwXKSR,Hyderabad,Female,26-35,46-60,Alternate Week,Less than 250,30-40 min,Vegetarian,Hungry,gulab jamun,Beverages & Desserts,"Milk powder, plain flour, baking powder, ghee, milk, sugar, water, rose water",Vegetarian,Milk
VHDwXKSR,Hyderabad,Female,26-35,46-60,Alternate Week,Less than 250,30-40 min,Vegetarian,Hungry,kaju katli,Beverages & Desserts,"Cashews, ghee, cardamom, sugar",Vegetarian,
VHDwXKSR,Hyderabad,Female,26-35,46-60,Alternate Week,Less than 250,30-40 min,Vegetarian,Hungry,kalakand,Beverages & Desserts,"Milk, cottage cheese, sugar",Vegetarian,Milk
VHDwXKSR,Hyderabad,Female,26-35,46-60,Alternate Week,Less than 250,30-40 min,Vegetarian,Hungry,double ka meetha,Beverages & Desserts,"Loaf bread, milk, Ghee",Vegetarian,Milk
VHDwXKSR,Hyderabad,Female,26-35,46-60,Alternate Week,Less than 250,30-40 min,Vegetarian,Hungry,rasgulla,Beverages & Desserts,"Chhena, sugar, cardamom",Vegetarian,
VHDwXKSR,Hyderabad,Female,26-35,46-60,Alternate Week,Less than 250,30-40 min,Vegetarian,Hungry,lassi,Beverages & Desserts,"Curd, Water, Sugar",Vegetarian,
VHDwXKSR,Hyderabad,Female,26-35,46-60,Alternate Week,Less than 250,30-40 min,Vegetarian,Hungry,strawberry lemonade,Beverages & Desserts,"sugar, water, lemon, strawberries, fresh lemon juice, ice cubes",Vegetarian,
VHDwXKSR,Hyderabad,Female,26-35,46-60,Alternate Week,Less than 250,30-40 min,Vegetarian,Hungry,mojito,Beverages & Desserts,"mint leaves, simple syrup, fresh lime juice, crushed ice, club soda, lime wedges",Vegetarian,
VHDwXKSR,Hyderabad,Female,26-35,46-60,Alternate Week,Less than 250,30-40 min,Vegetarian,Hungry,masala chai,Beverages & Desserts,"water, ginger, cardamom seeds, tea leaves, milk, sugar",Vegetarian,Milk
VHDwXKSR,Hyderabad,Female,26-35,46-60,Alternate Week,Less than 250,30-40 min,Vegetarian,Hungry,irish coffee,Beverages & Desserts,"sugar, coffee, heavy cream, Milk",Vegetarian,Milk
VHDwXKSR,Hyderabad,Female,26-35,46-60,Alternate Week,Less than 250,30-40 min,Vegetarian,Hungry,vanilla ice cream,Beverages & Desserts,"Milk, Sugar, Milk Powder, Hot Milk, Vanilla Essence, Almonds",Vegetarian,Milk
VHDwXKSR,Hyderabad,Female,26-35,46-60,Alternate Week,Less than 250,30-40 min,Vegetarian,Hungry,milk shake,Beverages & Desserts,"Milk, Sugar, Ice cream, Fruits",Vegetarian,Milk
uLDwQg1p,Bangalore,Female,26-35,61-75,Every week,750-1000,20-30 min,Vegetarian,Happy,vegetarian pizza,Continental/Italian,"Readymade pizza bases, Can or jar of tomato sauce, enough to cover the pizza (about 2 cups), Dried oregano, Cheddar cheese, grated, Onion, Green pepper, Red pepper, Mushrooms",Vegetarian,
uLDwQg1p,Bangalore,Female,26-35,61-75,Every week,750-1000,20-30 min,Vegetarian,Happy,nachos,Continental/Italian,"Pinto beans,sour cream,corn,nachos",Both,corn
uLDwQg1p,Bangalore,Female,26-35,61-75,Every week,750-1000,20-30 min,Vegetarian,Happy,veg manchurian,Chinese,"Mixed Vegetables - chopped fine or grated, Eggs (slightly beaten), Refined Flour, Garlic Paste, Ginger Paste, Water, Oil , Garlic , Onions , Capsicum, Cornflour (blended with water), Vinegar, Salt, Soya Sauce, Tomato Puree, Celery, Ajinomoto (optional), Water",Vegetarian,Eggs
uLDwQg1p,Bangalore,Female,26-35,61-75,Every week,750-1000,20-30 min,Vegetarian,Happy,vegetable chowmein,Chinese,"fresh noodles, water, salt, ginger garlic paste, chilli powder, onion, soy sauce, salt, celery, vinegar, chilli sauce, green and red capsicum, mushroom, carrot, green chillies, tomato sauce, spring onion, garlic, black pepper powder",Vegetarian,Soy
uLDwQg1p,Bangalore,Female,26-35,61-75,Every week,750-1000,20-30 min,Vegetarian,Happy,fried rice,Chinese,"oil, ginger-garlic paste, spring onion, carrot, cabbage, capsicum, salt, soy sauce, vinegar, rice",Vegetarian,Soy
uLDwQg1p,Bangalore,Female,26-35,61-75,Every week,750-1000,20-30 min,Vegetarian,Happy,hakka noodles,Chinese,"Noodles, Salt, Oil, Garlic paste, Ginger paste, Beans, Cabbage, Carrot, Spring onion, Capsicum, Soy sauce, Green chilli sauce, Tomato sauce",Vegetarian,Soy
uLDwQg1p,Bangalore,Female,26-35,61-75,Every week,750-1000,20-30 min,Vegetarian,Happy,chilli paneer,Chinese,"Cottage Cheese, Salt, Egg, Corn flour, Ginger-garlic paste, Water , Oil , Onions , Green chillies , Soya sauce, Vinegar, Capsicum, spring onion",Vegetarian,Eggs
uLDwQg1p,Bangalore,Female,26-35,61-75,Every week,750-1000,20-30 min,Vegetarian,Happy,chole bhature,North Indian,"Main course with Chick peas, assorted spices, wheat flour and bhatura yeast.",Vegetarian,Wheat
uLDwQg1p,Bangalore,Female,26-35,61-75,Every week,750-1000,20-30 min,Vegetarian,Hungry,veg manchurian,Chinese,"Mixed Vegetables - chopped fine or grated, Eggs (slightly beaten), Refined Flour, Garlic Paste, Ginger Paste, Water, Oil , Garlic , Onions , Capsicum, Cornflour (blended with water), Vinegar, Salt, Soya Sauce, Tomato Puree, Celery, Ajinomoto (optional), Water",Vegetarian,Eggs
uLDwQg1p,Bangalore,Female,26-35,61-75,Every week,750-1000,20-30 min,Vegetarian,Hungry,vegetable chowmein,Chinese,"fresh noodles, water, salt, ginger garlic paste, chilli powder, onion, soy sauce, salt, celery, vinegar, chilli sauce, green and red capsicum, mushroom, carrot, green chillies, tomato sauce, spring onion, garlic, black pepper powder",Vegetarian,Soy
uLDwQg1p,Bangalore,Female,26-35,61-75,Every week,750-1000,20-30 min,Vegetarian,Hungry,fried rice,Chinese,"oil, ginger-garlic paste, spring onion, carrot, cabbage, capsicum, salt, soy sauce, vinegar, rice",Vegetarian,Soy
uLDwQg1p,Bangalore,Female,26-35,61-75,Every week,750-1000,20-30 min,Vegetarian,Hungry,hakka noodles,Chinese,"Noodles, Salt, Oil, Garlic paste, Ginger paste, Beans, Cabbage, Carrot, Spring onion, Capsicum, Soy sauce, Green chilli sauce, Tomato sauce",Vegetarian,Soy
RFDRc2hc,Mumbai,Male,26-35,76-90,Alternate Week,750-1000,20-30 min,Vegetarian,Happy,masala dosa,South Indian,"Potato, Parbolied rice, Urad dal",Vegetarian,
RFDRc2hc,Mumbai,Male,26-35,76-90,Alternate Week,750-1000,20-30 min,Vegetarian,Happy,butter dosa,South Indian,"Puffed rice,parboiled rice,Butter,Maida,Fenugreek seeds",Vegetarian,
RFDRc2hc,Mumbai,Male,26-35,76-90,Alternate Week,750-1000,20-30 min,Vegetarian,Happy,veg biryani,South Indian,"Rice, vegitables,onions, ginger, garlic, green chilies, cilantro, mint and curry leaves.",Vegetarian,
RFDRc2hc,Mumbai,Male,26-35,76-90,Alternate Week,750-1000,20-30 min,Vegetarian,Happy,garlic bread,Continental/Italian,"Mozzarella cheese,italian bread,garlic powder",Vegetarian,
RFDRc2hc,Mumbai,Male,26-35,76-90,Alternate Week,750-1000,20-30 min,Vegetarian,Happy,nachos,Continental/Italian,"Pinto beans,sour cream,corn,nachos",Both,corn
RFDRc2hc,Mumbai,Male,26-35,76-90,Alternate Week,750-1000,20-30 min,Vegetarian,Happy,veg sandwich,Continental/Italian,"pav bhaji masala,tomato,butter,green chilies, turmeric,brown bread",Vegetarian,
RFDRc2hc,Mumbai,Male,26-35,76-90,Alternate Week,750-1000,20-30 min,Vegetarian,Happy,paneer burger,Continental/Italian,"Paneer,bread,cheese,curd,pav bhaji ,butter",Vegetarian,
RFDRc2hc,Mumbai,Male,26-35,76-90,Alternate Week,750-1000,20-30 min,Vegetarian,Happy,mac & cheese,Continental/Italian,"cheese,macaroni,pasta,milk,Cheese",Vegetarian,Milk
RFDRc2hc,Mumbai,Male,26-35,76-90,Alternate Week,750-1000,20-30 min,Vegetarian,Romantic,masala dosa,South Indian,"Potato, Parbolied rice, Urad dal",Vegetarian,
RFDRc2hc,Mumbai,Male,26-35,76-90,Alternate Week,750-1000,20-30 min,Vegetarian,Romantic,butter dosa,South Indian,"Puffed rice,parboiled rice,Butter,Maida,Fenugreek seeds",Vegetarian,
RFDRc2hc,Mumbai,Male,26-35,76-90,Alternate Week,750-1000,20-30 min,Vegetarian,Romantic,vegetable chowmein,Chinese,"fresh noodles, water, salt, ginger garlic paste, chilli powder, onion, soy sauce, salt, celery, vinegar, chilli sauce, green and red capsicum, mushroom, carrot, green chillies, tomato sauce, spring onion, garlic, black pepper powder",Vegetarian,Soy
RFDRc2hc,Mumbai,Male,26-35,76-90,Alternate Week,750-1000,20-30 min,Vegetarian,Romantic,fried rice,Chinese,"oil, ginger-garlic paste, spring onion, carrot, cabbage, capsicum, salt, soy sauce, vinegar, rice",Vegetarian,Soy
RFDRc2hc,Mumbai,Male,26-35,76-90,Alternate Week,750-1000,20-30 min,Vegetarian,Romantic,hot and sour soup,Chinese,"carrot, cabbage, black mushrooms, button mushrooms, bamboo shoots, bean sprouts, fresh beans, chicken, prawns, soya sauce, chili powder, white pepper, corn flour, Egg, coriander, chili oil, stock, vinegar, salt",Vegetarian,Eggs
fzDwVY97,Hyderabad,Female,26-35,76-90,Alternate Week,1000 Above,Less than 20 min,Vegetarian,Happy,curd rice,South Indian,"Yoghurt, Urad dal, Rice",Vegetarian,
fzDwVY97,Hyderabad,Female,26-35,76-90,Alternate Week,1000 Above,Less than 20 min,Vegetarian,Happy,idly,South Indian,"Rice, Urad dal",Vegetarian,
fzDwVY97,Hyderabad,Female,26-35,76-90,Alternate Week,1000 Above,Less than 20 min,Vegetarian,Happy,fried rice,Chinese,"oil, ginger-garlic paste, spring onion, carrot, cabbage, capsicum, salt, soy sauce, vinegar, rice",Vegetarian,Soy
fzDwVY97,Hyderabad,Female,26-35,76-90,Alternate Week,1000 Above,Less than 20 min,Vegetarian,Happy,chana masala,North Indian,Chickpeas of the Chana type in tomato based sauce.,Vegetarian,
fzDwVY97,Hyderabad,Female,26-35,76-90,Alternate Week,1000 Above,Less than 20 min,Vegetarian,Happy,chapati,North Indian,"unleavened flatbread originating from the Indian subcontinent and staple in India, Nepal, Bangladesh, Pakistan, Sri Lanka, East Africa and the Caribbean.",Vegetarian,
fzDwVY97,Hyderabad,Female,26-35,76-90,Alternate Week,1000 Above,Less than 20 min,Vegetarian,Happy,dal tadka,North Indian,"Typical north Indian tadka,Assorted types of lentils, such as toor, urad, chana, masoor dal",Vegetarian,
fzDwVY97,Hyderabad,Female,26-35,76-90,Alternate Week,1000 Above,Less than 20 min,Vegetarian,Happy,rajma chaval,North Indian,a bean curry with rice,Vegetarian,
wuDwLvw3,Bangalore,Female,36-45,61-75,Occasional,1000 Above,30-40 min,Vegetarian,Unwell/Sick,veg biryani,South Indian,"Rice, vegitables,onions, ginger, garlic, green chilies, cilantro, mint and curry leaves.",Vegetarian,
wuDwLvw3,Bangalore,Female,36-45,61-75,Occasional,1000 Above,30-40 min,Vegetarian,Workaholic,veg biryani,South Indian,"Rice, vegitables,onions, ginger, garlic, green chilies, cilantro, mint and curry leaves.",Vegetarian,
puDwG3VV,Hyderabad,Male,26-35,61-75,Every week,250-500,20-30 min,Non-Vegetarian,Happy,chicken biryani,South Indian,"Spice, Vegetable, Meat, Yoghurt, Dried Fruit, Garlic, Mint, Rice, Egg, Mint leaf",Non-Vegetarian,Eggs
puDwG3VV,Hyderabad,Male,26-35,61-75,Every week,250-500,20-30 min,Non-Vegetarian,Happy,mughlai biryani,South Indian,"saffron, nutmeg, cardamom, cumin, cinnamon, flavored rice, browned meat, fried onions, sultanas, dry fruits",Non-Vegetarian,cardamom
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,chicken biryani,South Indian,"Spice, Vegetable, Meat, Yoghurt, Dried Fruit, Garlic, Mint, Rice, Egg, Mint leaf",Non-Vegetarian,Eggs
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,masala dosa,South Indian,"Potato, Parbolied rice, Urad dal",Vegetarian,
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,hyderabadi haleem,South Indian,"Ghee, Goat meat, Dried Fruit, Pounded wheat, Saffron, Lentils",Non-Vegetarian,Wheat
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,vada,South Indian,"Chili pepper, Curry tree, Onions, Lentils",Vegetarian,
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,idly,South Indian,"Rice, Urad dal",Vegetarian,
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,pulihora,South Indian,"Rice, Mustard seed, Curry tree, Urad dal, Lemon, Tamarind",Vegetarian,
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,south indian meals,South Indian,"rice, curd, wheat,curry leaves, mustard, asafetida, pepper and peppercorns, tamarind, chilies, and fenugreek seeds",Vegetarian,Wheat
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,mughlai biryani,South Indian,"saffron, nutmeg, cardamom, cumin, cinnamon, flavored rice, browned meat, fried onions, sultanas, dry fruits",Non-Vegetarian,cardamom
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,pepper chicken,South Indian,"Chicken, Pepper Black, Oil, Curry Leaves, Onion, Red Chilli Powder, Garam Masala, Tumeric, Fennel Seed, Pepper. Green Chilli",Non-Vegetarian,
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,poori,South Indian,"Salt, Wheat Flour, Atta flour, Vegetable Oil",Vegetarian,Wheat
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,butter dosa,South Indian,"Puffed rice,parboiled rice,Butter,Maida,Fenugreek seeds",Vegetarian,
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,paneer dosa,South Indian,"Paneer,dosa batter,Garam masala powder,tomato,garlic,turmeric,green chilli",Vegetarian,
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,sambar rice,South Indian,"Chana dal,Urad dal,Toor Dal, Beans, Coconut, rice",Vegetarian,
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,veg biryani,South Indian,"Rice, vegitables,onions, ginger, garlic, green chilies, cilantro, mint and curry leaves.",Vegetarian,
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,paneer biryani,South Indian,"Rice, paneer,vegitables,onions, ginger, garlic, green chilies, cilantro, mint and curry leaves.",Vegetarian,
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,uttapam,South Indian,"Rice, Onion, Rice Flour, Tomato, Urad dal, White lentils",Vegetarian,
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,chicken lasagne,Continental/Italian,"Chicken thigh,fillets, fresh lasagne sheets,tomato,butter",Non-Vegetarian,
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,garlic bread,Continental/Italian,"Mozzarella cheese,italian bread,garlic powder",Vegetarian,
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,chicken shwarma,Continental/Italian,"Chicken,tomato, olive oil,spice,garlic",Non-Vegetarian,
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,chicken sandwich,Continental/Italian,"chicken,cucumber,garam masala,olive oil, mustard, butter",Non-Vegetarian,
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,chicken pizza,Continental/Italian,"skinless chicken breasts ,pizza crust,sweet italian sausage,canned black beans",Non-Vegetarian,
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,chicken burger,Continental/Italian,"Chicken, bread",Non-Vegetarian,
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,gulab jamun,Beverages & Desserts,"Milk powder, plain flour, baking powder, ghee, milk, sugar, water, rose water",Vegetarian,Milk
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,double ka meetha,Beverages & Desserts,"Loaf bread, milk, Ghee",Vegetarian,Milk
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,qubani ka meetha,Beverages & Desserts,"Apricots, sugar syrup",Vegetarian,
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,rasgulla,Beverages & Desserts,"Chhena, sugar, cardamom",Vegetarian,
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,lassi,Beverages & Desserts,"Curd, Water, Sugar",Vegetarian,
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,butter milk,Beverages & Desserts,"Curd, Water, Curry Leaves, Salt",Vegetarian,
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,mojito,Beverages & Desserts,"mint leaves, simple syrup, fresh lime juice, crushed ice, club soda, lime wedges",Vegetarian,
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,masala chai,Beverages & Desserts,"water, ginger, cardamom seeds, tea leaves, milk, sugar",Vegetarian,Milk
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,irish coffee,Beverages & Desserts,"sugar, coffee, heavy cream, Milk",Vegetarian,Milk
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,chocolate lava cake,Beverages & Desserts,"dark chocolate, butter, icing sugar, egg yolks + whole eggs, flour",Non-Vegetarian,Eggs
KBDwDA2f,Hyderabad,Male,26-35,76-90,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,vanilla ice cream,Beverages & Desserts,"Milk, Sugar, Milk Powder, Hot Milk, Vanilla Essence, Almonds",Vegetarian,Milk
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,chicken biryani,South Indian,"Spice, Vegetable, Meat, Yoghurt, Dried Fruit, Garlic, Mint, Rice, Egg, Mint leaf",Non-Vegetarian,Eggs
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,masala dosa,South Indian,"Potato, Parbolied rice, Urad dal",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,hyderabadi haleem,South Indian,"Ghee, Goat meat, Dried Fruit, Pounded wheat, Saffron, Lentils",Non-Vegetarian,Wheat
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,vada,South Indian,"Chili pepper, Curry tree, Onions, Lentils",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,idly,South Indian,"Rice, Urad dal",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,pulihora,South Indian,"Rice, Mustard seed, Curry tree, Urad dal, Lemon, Tamarind",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,south indian meals,South Indian,"rice, curd, wheat,curry leaves, mustard, asafetida, pepper and peppercorns, tamarind, chilies, and fenugreek seeds",Vegetarian,Wheat
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,poori,South Indian,"Salt, Wheat Flour, Atta flour, Vegetable Oil",Vegetarian,Wheat
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,butter dosa,South Indian,"Puffed rice,parboiled rice,Butter,Maida,Fenugreek seeds",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,paneer dosa,South Indian,"Paneer,dosa batter,Garam masala powder,tomato,garlic,turmeric,green chilli",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,sambar rice,South Indian,"Chana dal,Urad dal,Toor Dal, Beans, Coconut, rice",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,garlic bread,Continental/Italian,"Mozzarella cheese,italian bread,garlic powder",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,chicken shwarma,Continental/Italian,"Chicken,tomato, olive oil,spice,garlic",Non-Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,chicken sandwich,Continental/Italian,"chicken,cucumber,garam masala,olive oil, mustard, butter",Non-Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,chicken pizza,Continental/Italian,"skinless chicken breasts ,pizza crust,sweet italian sausage,canned black beans",Non-Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,chicken burger,Continental/Italian,"Chicken, bread",Non-Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,butter chicken,North Indian,"dish, originating in the Indian subcontinent, of chicken in a mildly spiced tomato sauce. It is also known as murgh mahal",Non-Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,chapati,North Indian,"unleavened flatbread originating from the Indian subcontinent and staple in India, Nepal, Bangladesh, Pakistan, Sri Lanka, East Africa and the Caribbean.",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,chicken tikka,North Indian,Chicken with spices served on a skewer,Non-Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,chicken tikka masala,North Indian,Chicken marinated in a Yogurt tomato sauce. It is known to have a creamy texture.,Non-Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,paneer butter masala,North Indian,Paneer made with Indian Cheese. Paneer is substituted for meat in Vegetarian dishes,Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,tandoori chicken,North Indian,Tandoori chicken as a dish originated in the Punjab before the independence of India and Pakistan.,Non-Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,tandoori fish tikka,North Indian,Fish marinated in lime and ginger and cooked over an open fire.,Non-Vegetarian,Fish
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,gulab jamun,Beverages & Desserts,"Milk powder, plain flour, baking powder, ghee, milk, sugar, water, rose water",Vegetarian,Milk
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,double ka meetha,Beverages & Desserts,"Loaf bread, milk, Ghee",Vegetarian,Milk
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,qubani ka meetha,Beverages & Desserts,"Apricots, sugar syrup",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,rasgulla,Beverages & Desserts,"Chhena, sugar, cardamom",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,lassi,Beverages & Desserts,"Curd, Water, Sugar",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,butter milk,Beverages & Desserts,"Curd, Water, Curry Leaves, Salt",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,mojito,Beverages & Desserts,"mint leaves, simple syrup, fresh lime juice, crushed ice, club soda, lime wedges",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,masala chai,Beverages & Desserts,"water, ginger, cardamom seeds, tea leaves, milk, sugar",Vegetarian,Milk
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,irish coffee,Beverages & Desserts,"sugar, coffee, heavy cream, Milk",Vegetarian,Milk
